title,genres,poster,description,rating,release
Ehsaas: The Feeling,Drama,,Ravi Naik lives a middle class life with his son Rohan in the country of India. He brings up his son in a very strict  quiet and disciplined atmosphere  so much so that his son starts to resent him and his mannerism. All Ravi wants is to get Rohan excel as an athlete and win the forthcoming athletics event. But Rohan went through a series of operation which leads him to injury sustain about his body but Ravi is still re-vent on Rohan to win the race and so night and day he got him in to practice. His immediate neighbors  Antra Pandit and her mom too are critical of the way Ravi handles his son  and suggest that he adapt a more lenient view. But Ravi ignores this advise and assure to anyone interfering that the end result of his art of teaching will be good.,5.6,30-11-2001
Farz (2001 film),Action|Thriller,https://upload.wikimedia.org/wikipedia/en/thumb/5/5e/Farz_2001.jpg/220px-Farz_2001.jpg,ACP Arjun Singh and his brother-in-law  Tayaji are with the police force but when Tayaji is killed on duty Arjun's family are devastated by his death. His wife Rukmani  daughter Kajal and son Rahul are shattered by his death and soon Arjun is fearful that the same person that killed his brother-in-law will come after him or his family. His new partner  Karan Singh is quite controversial in his methods of getting justice and can at time break the rules. Arjun is also angered about the fact that his daughter has developed a crush for Karan. Soon the city is being terrorized by Gawa Firozi and his brother Sikander. The two officers have to work together to capture and stop them.,4.3,12-01-2001
Grahan,Crime|Drama,https://upload.wikimedia.org/wikipedia/en/thumb/3/38/Grahan.jpg/220px-Grahan.jpg,Widowed Chief Minister Jagdish Acharya lives a wealthy lifestyle along with his daughter  Sunita and son  Sanjay. One day he gets a phone call from the Police Commissioner  informing him that a woman has filed a F.I.R. (First Information Report) of Rape against Sanjay. A shocked Jagdish  instructs the Police Commissioner to proceed according to law. Thereafter  while touring Jagdish has a heart attack and dies. Sunita is asked to be the new Chief Minister  which she accepts. After the funeral  the Police arrest Sanjay  hold him in a cell  and he is tried in Court. Sunita's boyfriend  Advocate Jaggan Sinha  whose brother  Raghu  is also a lawyer  represents Sanjay  examines the documentation  examines the witnesses as well as the complainant herself  and proves it before the Judge that the complaint was politically motivated by Journalist Vidyarthi  as the complainant  Parvati Shastri  did not exhibit any signs of rape nor was there any proof of her involvement with Sanjay  the Judge ...,5.1,16-02-2001
Dattak,Drama,,Sunil is an NRI married to an American girl. His father lives in Kolkata with an old servant Shambhu. When Sunil returns home after fifteen years he sees the house is locked and his father has disappeared. Guilt-ridden Sunil starts looking for him. He comes to know that his father might be in an old age home. He reaches there only to find that he had died a few months earlier. Sunil meets Satya Babu  his father's fellow inmate  who tells him all about his father's last days. Sunil tells the old man that he wants to adopt him as his father and requests him to come to US with him.,7.5,01-11-2001
Jodi No.1,Comedy|Romance,https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/JodiNo.1.jpg/220px-JodiNo.1.jpg,Rai Bahadur lives a wealthy lifestyle in Panjim  Goa  along with three brothers  Raman  Kamal  and Ashok along with their respective wives and children. He also has a sister  Shanno  and a daughter  Rinki  who is of marriageable age. Since his business is not doing too well  he asks his US-based friend  Ranjit  for assistance. In response  Ranjit sends his son  Vikramjit  to assist Rai. Vikramjit arrives at the Rai household along with his Secretary and close friend  Veeru  and soon both get involved in assisting the Rai business get back on it's feet. What Rai does not know is that Vikramjit & Veeru are not who they claim to be  but are actually Jai and Veeru  wanted by the Bombay Police and are on India's Most Wanted Criminals. Watch what happens when their photos are telecast on National TV  and the impact this has on the entire Rai clan.,5.8,13-04-2001
Hum Ho Gaye Aapke,Drama|Musical|Romance,https://upload.wikimedia.org/wikipedia/en/thumb/0/0d/Hum_Ho_Gaye_Aapke_poster2.jpg/220px-Hum_Ho_Gaye_Aapke_poster2.jpg,Wealthy and spoil Rishi Oberoi lives in a spacious bungalow and is the only child in the Oberoi family. He often indulges himself with alcohol and women only to one day come across a young woman named Chandni Gupta who is fascinated by him but Chandni will have nothing to do with him due to his lifestyle and is instead attracted to Mohan Sachdev; who is employed as a typist in Rishi's business empire. Unfortunately Chandni is unable to marry Mohan because of financial crises between both parties respective families resulting in Chandni taking up resident with Rishi. Slowly by slowly Rishi and Chandni makes the necessary adjustments to their lives resulting in both falling in love which is met with terrible shortcoming when Rishi's dad object to the couple's marriage.,4.1,03-08-2001
Kasam (2001 film),Action|Drama,,In aid of seeking revenge for his dad's death  against a bandit called Kala Daku  Shankar team up with two men  a police inspector  Mangal and a run away convict  Vijay. Shankar makes his living by driving a truck while Vijay and Mangal masquerade as villagers to surface as saviors to protect the village against Kala's gang. And then Kala and his men abduct Vijay; now Mangal and the entire police force will have to negotiate with Kala to let Vijay off in exchange for the landlord's son.,4.4,12-10-2011
Kuch Khatti Kuch Meethi,Comedy|Drama|Family,https://upload.wikimedia.org/wikipedia/en/thumb/5/58/Kuch_Khatti_Kuch_Meethi.jpg/220px-Kuch_Khatti_Kuch_Meethi.jpg,Here is another Indian that also closely resembles another Hollywood movie. This story revolves around the lives of two look-alike sisters  who are brought up separately by their estranged parents  who had separated due to a misunderstandings when the girls were little. The twins meet  find out about their backgrounds  and decide to switch places. One goes to live with the mother  while the second goes to live with the father. After doing so  they find out that their parents are still in love with each other  and they decide to bring them together and live as one big family. But the father  who believes that his wife was having an affair with another man; while the mother believes that she cannot return as she has been wronged by her husband and his sister. Will the twins succeed?,4.6,19-01-2001
Kasoor,Drama|Mystery|Thriller,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/Kasoor_2001.Jpg/220px-Kasoor_2001.Jpg,Shekar Saxena is arrested and charged with the murder of his wife  Priti Saxena. Shekar strongly contends that he is innocent  and that the murder was committed by someone else. His lawyer  Simran Bhargav  is sympathetic and not only believes him but also successfully defends and gets him acquitted. After his acquittal  she starts having doubts about his innocence  and must protect herself  before she becomes his next victim.,6,02-02-2001
Maya (2001 film),Drama,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Maya_%28film%29.jpg/220px-Maya_%28film%29.jpg,For 12 year-old Maya  life is very simple in her village in rural India. From innocent pranks to small adventures in the nearby forest  she spends most of her time with her 11 year-old cousin Sanjay. However  their fraternal love will be shattered when Sanjay will fail to save her from an imaginary brutal ritual.,7,16-01-2002
Ittefaq (2001 film),Action|Comedy|Drama,,Shiva (Sunil Shetty) is a professional hit man. Shiva accepts a contract from Jindal (Mohan Joshi) to kill Vikram (Mukul Dev). Circumstances force Shiva to come to know Mukul first  and instead of killing him  he becomes his bodyguard and protects him against Jindal and his men. Soon Shiva  Mukul  and Mukul's girlfriend Roshni Hiranandani (Pooja Batra) are on the run from Jindal's men. Jindal makes it clear that he will not rest until he sees the dead bodies of all the three. How long will they survive Jindal? Did Shiva really change his mind or is this his strategy to bring Mukul alive to Jindal?,4.6,14-09-2001
Mitti (2001 film),Action|Crime|Thriller,,Ganga is sexually molested  assaulted  tortured and killed by a goon employed by Pagla Jaan  a Kolkata-based notorious gangster  whose wealth  power  and influence are beyond imagination. Deva undertakes to locate the killer  succeeds in his mission and beheads him publicly. Deva does not know that soon his friends' and family's lives will be endangered  and he  himself  will be hunted down - not only by an enraged Pagla Jaan and his army of goons - but also by the Police.,6,26-10-2001
Mujhe Meri Biwi Se Bachaao,Comedy|Crime|Family,https://upload.wikimedia.org/wikipedia/en/f/f8/Meri_biwi.jpg,Anand Mathur comes from a middle-class background  but has always dreamed of living in luxury. His dreams take form when he meets with the only daughter  Kamini  of an aging and sick multi-millionaire. Kamini who is grossly overweight  approves of him  and soon both get married. Anand assists Kamini and her dad run their vaste business and soon becomes indispensable. When Kamini's dad passes away  Anand hopes that he may have received a fair amount of money in the last will and testament. Alas  that was not to be so  for dad had left everything in Kamini's name. Anand is dismayed  but hides it. He meets with an attractive young woman  Anuradha  and decides to make her his mistress. Anuradha likes expensive gifts and presents  so Anand sets out to make arrangements for money  by hook or by crook - with hilarious results.,4.3,18-06-2001
Mujhe Kucch Kehna Hai,Drama|Romance,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Mujhe_Kuch_Kehna_Hai.jpg/220px-Mujhe_Kuch_Kehna_Hai.jpg,Karan who is weak in his studies but good at music and masti which always results in fighting with his father  but his life changes when he sees the girl of his dreams. Everywhere he sees her he follows her but one day he goes out of town to find her but couldn't. Later his father sents him to another city but his car breaks down and takes lift and finds it's the same girl whos name is Pooja. During the drive a truck comes and hits the cars which falls in a valley but Karan and Pooja are on the cliff but after saving Pooja his hands slip and falls down. After gaining conscious Pooja realizes it was her fault that Karan died and searches for his body  but he found by a man and is taken to a hospital. He is then reunited with his family  and goes off to search for Pooja. She finds him first and they start a friendship. Later he gets close to her but finds she is going to America for studies but confesses that he loves her and she also loves him and when she comes back they will get ...,5.1,25-05-2001
Hadh: Life on the Edge of Death,Action|Crime|Drama,,Abandoned by his biological mother  nicknamed Harami  he comes in contact with Hajibaba  who offers to take care of him and gives him the respectable name of Vishwa. Hajibaba runs an impromptu orphanage  amongst his children are Dalal  Dalal's brother Chotey  and Shiva. When these young men grow up they are friends  however  since Hajibaba openly favors Vishwa over the others  this angers Dalal and his brother. Dalal kills Hajibaba and frames Vishwa  who is arrested  tried in court  found guilty and sentenced to five years in prison. He comes out of prison an embittered man  out to avenge the death of Hajibaba and his prison term. He will go to any lengths  and will not hesitate to sacrifice everything and everyone - including his wife  Shiva  as well his very own child.,4.5,02-03-2001
Nayak (2001 Hindi film),Action|Drama|Thriller,https://upload.wikimedia.org/wikipedia/en/thumb/e/e8/Nayak_poster.jpg/220px-Nayak_poster.jpg,Employed as a camera-man at a popular television station QTV; Shivaji Rao Gaekwad work his way up and is eventually promoted as a reporter. One of his job involve interviewing the Chief Minister Balraj Chauhan. During the course of the interview he brings to light the true facts of Chauhan to the general public. Agrivated at this Chauhan decides that he will challenge him to become the Chief Minister for a day which he accepts. During his tenure Shivaji attempts to make the wrong right by punishing dishonest people while at the same time ensure that the masses get what they aspire for. But when his life return to normal he will find that nothing is the same anymore as he and his loved ones are made targets by Chauhan's goons this pushes Shivaji to enter politics and eventually elect as the Chief Minister - a Chief Minister who wants to continue the remaining of his day's work.,7.8,07-09-2001
One 2 Ka 4,Action|Comedy|Crime,https://upload.wikimedia.org/wikipedia/en/thumb/b/bb/One_2_Ka_4.jpg/220px-One_2_Ka_4.jpg,"Javed Abbas (Jackie Shroff) is a widowed police officer with four children. His partner is Arun Verma (Shahrukh Khan). Both Javed and Arun are honest  hard-working and diligent. This leads to the ""death"" of Javed in mysterious circumstances. After Javed's death  Arun takes over the responsibility of looking after his four children. He runs into several problems and decides to seek the help of Geeta Choudhary (Juhi Chawla)  who readily agrees and moves in with him and the four children. The children take an instant liking to Geeta and things seem to settle down. One day Arun finds out that his former partner's death was really a homicide. When he attempts to investigate  charges of drug-trafficking and bribery are brought out against him. He also finds out that Geeta is not what she claims to be.",5.4,30-03-2001
Kyo Kii... Main Jhuth Nahin Bolta,Comedy|Fantasy,https://upload.wikimedia.org/wikipedia/en/thumb/5/5d/Kyo_Kii..._Main_Jhuth_Nahin_Bolta.jpg/220px-Kyo_Kii..._Main_Jhuth_Nahin_Bolta.jpg,"Inspired from the movie ""Liar Liar""  this movie is about a lawyer (Govinda) who lies his way through marriage and career. His wife (Sushmita Sen) falls in love with him because of his honesty and when she finds out of his dishonesty she threatens to divorce him. Their son  to avoid the divorce  wishes on a shooting star that his father should lose the ability to lie. What happens after that is an enjoyable journey.",5.3,21-09-2001
Love Ke Liye Kuch Bhi Karega,Comedy|Crime|Romance,https://upload.wikimedia.org/wikipedia/en/e/e0/Love_Ke_Liye_Kuch_Bhi_Karega.jpg,Prakash (Saif Ali Khan) is a handsome gold digger who thinks he has made it when he woos and subsequently marries Sapna (Sonali Bendre)   only daughter of a rich businessman Mr. Chopra (Dalip Tahil) . However his euphoria is short-lived when he learns that his father-in-law disapproves of him immensely and won't let him make his mark in the business . Finally   Prakash asks Mr.Chopra for some money to start a business of his own but Mr. Chopra refuses . One night   two masked men try to rob Prakash and he places a plan before the duo : they will kidnap Sapna and demand ransom from Mr. Chopra   which will be equally shared between Prakash and the two kidnappers - Rahul (Fardeen Khan) and Harry (Aftab Shivdasani) . Rahul and Harry have a little secret of their own : they are not professional criminals as they pretend to be . Rahul is an unemployed graduate   while Harry is a loafer . Rahul is in love with his landlord's daughter Anjali (Twinkle Khanna) and needs the money to convince ...,6,29-06-2001
Pyaar Ishq Aur Mohabbat,Drama|Musical|Romance,https://upload.wikimedia.org/wikipedia/en/thumb/a/ab/Pyaar_Ishq_Aur_Mohabbat.jpg/220px-Pyaar_Ishq_Aur_Mohabbat.jpg,Young and beautiful Isha Nair has three admirers - Yash Sabharwal  Gaurav Saxena and Taj Bharadwaj; all of them comes from affluent backgrounds and are willing to go to any length in order to attain her love but it is up to Isha to choose her prospective life-partner.,4,26-09-2001
Pyaar Tune Kya Kiya,Romance|Thriller,https://upload.wikimedia.org/wikipedia/en/thumb/3/3b/Pyaar_Tune_Kya_Kiya.jpg/220px-Pyaar_Tune_Kya_Kiya.jpg,Ria Jaiswal lives a very wealthy lifestyle along with her mom and dad. As she is the only child in this family  her parents dot on her and give in to her every wish. As a child she saw a toy on TV and asked her dad to get it. When he told her that he was unable to do  she stopped speaking and eating - until her dad somehow managed to get the toy from America. Subsequently  Ria's mom passed away. Years later  Ria has now grown up to be a very attractive young woman. She meets with Jai  a photographer from Style Magazine  she models and is very attracted to him. She tells her dad that she wants to get married and goes to Jai's house to get him to meet her dad. When she reaches his house in Lokhandwala Complex  she finds out that he is already married to a woman named Geeta  and very much in love with her. A betrayed Ria  unable to get Jai out of her mind  obsesses over him - and decides that he and she are meant for each other - and sets about to carry her task - to force Jai to accept ...,5.7,27-04-2001
Paagalpan,Romance,https://upload.wikimedia.org/wikipedia/en/thumb/9/90/Paagalpan_poster.jpg/220px-Paagalpan_poster.jpg,Young and attractive Roma Pinto is the only girl in the struggling Pinto family  consisting of five brothers  with assorted careers. They are very protective and affectionate towards her  and will not any woo her without their express permission. When Sameer Malhotra enters Roma's life  both fall in love  and decide to get married. The problem is Sameer's father is a wealthy industrialist  who will never permit his son to get married to a poor girl like Roma. And Roma's brothers do not approve of Sameer and will not permit him under any circumstances to get close to Roma  and will go to the extent of killing anyone who gets in their way.,6.6,08-06-2001
Moksha (2001 film),Drama|Thriller,https://upload.wikimedia.org/wikipedia/en/6/6e/Moksha_Salvation_2001_film_poster.jpg,Appalled at the manner lawyers treat less affluent people  Vikram Saigal decides to do something for the poor  who have a legal cause of action  but are unable to afford a lawyer. He discusses this with his girlfriend  Rithika Sanyal  and together they come up with several ideas to raise money to create an organization to help the poor get legal aid at no or reasonable cost. When this plan fails  Vikram decides to rob a bank  but Rithika does not support him  and they split up. And then Rithika is killed and the police charge Vikram with her murder  relying on considerable evidence and witnesses that will go to show that Vikram did indeed commit this crime.,6.3,30-11-2001
Style (2001 film),Comedy|Musical|Mystery,https://upload.wikimedia.org/wikipedia/en/d/d5/Style_film_poster.jpg,Bantu and Chantu are two close friends and fellow collegians in an Arts & Science College in Bombay  India. Both are up to no good practical pranks and jokes  including conning their college-mates for money. Both prove that they can do anything for money and an easy lifestyle. In order to continue living a easy and comfortable lifestyle  both decide to marry wealthy girls  namely Rani and Sheena. In order to get close to them they steal identities from two females  Rose Mary Marlowe and Reshma Chowdhury  disguise themselves as females  get admitted in a Girls' hostel and start their romance with their future-brides. But fate has other plans for these two pals  as the women they are impersonating have been killed just a day after the duo assumed their identities. Their plans dashed to the ground  the hapless duo must now find a way out of this mess - that is before the police catch up to them.,6.7,28-12-2001
Rehnaa Hai Terre Dil Mein,Musical|Romance,https://upload.wikimedia.org/wikipedia/en/thumb/b/b3/RHTDM.jpg/220px-RHTDM.jpg,Madhav (Maddy) has love at first site with Reena.He finds from her friend Shruti that she is to be married to Rajiv an NRI.Maddy with the help of his friends importers as Rajiv and woes Reena and both fall in love.When the real Rajiv arrives Reena gets a shock that Maddy was posing as his impostor.When Rajiv and Maddy comes face to face they Maddy realizes that Rajiv is his college rival and war continues.,7.5,19-10-2001
Officer (2001 film),Action|Crime|Drama,,SPU unit officer Sagar Chauhan is assigned with the task of looking over Meenal Patel the mentally imbalance wife of multi-millionaire businessman Pratap Rai. When Meenal dramatizes her death; Sagar begins investigations and comes to realize that he is merely used as a poppet in the hands of some influential people who wants to divert his attention elsewhere so that they can carry on with their unlawful activities at ease.,5.3,14-03-2001
Rahul (film),Drama,https://upload.wikimedia.org/wikipedia/en/f/f8/Rahul_2001_film.jpg,"Mira (Neha) comes from a very wealthy family  however  she wants to get married to Akash Sharma (Jatin Grewal)  who is not so wealthy. Against the wishes of her mother and brother  Mira gets married to Akash. The bad memories are left behind when Mira's family finally ""forgives"" them  at the birth of baby-boy  Rahul (Yash Pathak). With the family with such a acrimonious past  coming together  their marriage deteriorates  to such an extent that they have to involve the police and the courts for purposes of custody. The only obstacle coming between the couple from getting married again to different people are marred by Rahul  who is unable to accept his parents' divorce.",5.5,23-03-2001
Pyaar Zindagi Hai,Drama|Romance|Thriller,https://upload.wikimedia.org/wikipedia/en/5/5e/Pyaar_Zindagi_Hai_%282001%29.jpg,After the marriage of his daughter  Geeta  with army Major Pratap Singh  widower Hridaynath lives a simple middle-class existence with his unmarried daughter  Priya  in Dehra Dun. Geeta  Pratap and their new-born son  Munna  pay them a visit and live with them for a few days. They find out that Hridaynath is under constant threat from a loan shark he had borrowed money from to get Geeta married. Shortly after that Geeta and Pratap leave back home for Ranikhet  and it then that Hridaynath finds out that his loan has been repaid and that they also have a telephone now - thanks to Pratap. Quite unknown to Hridaynath  Pratap has set his eyes on Priya and wants her for himself  so much so that he is willing to kill Geeta and get re-married to Priya on the pretext that Munna needs looking after. So to get the ball rolling  he kills Geeta  informs her dad and sister that she has died of a heart attack  and convinces them to leave Dehra Dun and live with him in Ranikhet. This is where he ...,6.6,07-09-2001
Yeh Raaste Hain Pyaar Ke,Drama|Romance,https://upload.wikimedia.org/wikipedia/en/thumb/3/3f/Yehraaste.jpg/220px-Yehraaste.jpg,Two con artistes and car thieves  Vicky (Ajay Devgan) and Sakshi (Preity Zintar) run afoul of Bhanwarlal (Deep Dhillon) and his mob  when they accidentally kill his brother. Bhanwarlal and his other brother (Mayur) both swear to avenge the death of their brother and mistakenly kill Rohit Verma (also Ajay Devgan)  who is a look-alike of Vicky. Sakshi thinks that her love is dead and is devastated. Unknown to Sakshi and Bhanwarlal  Vicky is still alive and has taken the place of Rohit  fooling Rohit's dad  Pratap Verma (Vikram Gokhale); Rohit's wife  Neha (Madhuri Dixit)  little knowing that Pratap Verma already knows that Rohit is dead  but for some strange and mysterious reason permits Vicky to continue with the impersonation.,4,10-08-2001
Tum Bin,Drama|Romance,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/TumBinFilmPoster.jpg/220px-TumBinFilmPoster.jpg,Shekar and Amar meet at a party where Amar asks Shekar that he should come and work with him in Canada same night Amar accidentally gets killed after he is hit by Shekar 's car Inspector Dmello swears that he won't close the case until he catches the killer Shekar goes to Amar 's house in Canada and confesses his father about Amar 's death but finds that his father has lost all his body senses after Amar 's death he meets Pia  Amar's fiance whose also in depression and trying to save Amar's company Shah Industries Shekar and Pia start working with each other and Shekar falls in love with Pia they both bring Shah Industries back on track and meet Abhi for future business same time Abhi falls in love with Pia Pia also starts liking Shekar but decides to choose Abhi  Inspector Dmello comes from India to arrest Shekar Shekar tells Pia that Amar died after he hit his car while confessing all this on phone to Pia a speeding car knocks Shekar following which he is admitted in hospital Amar's...,7.5,13-07-2001
Yeh Teraa Ghar Yeh Meraa Ghar,Comedy|Drama,https://upload.wikimedia.org/wikipedia/en/thumb/9/9f/Yeh_Teraa_Ghar_Yeh_Meraa_Ghar_2001_film_poster.jpg/220px-Yeh_Teraa_Ghar_Yeh_Meraa_Ghar_2001_film_poster.jpg,In debt; Dayashankar Pandey is forced to go to Bombay to ask his tenants to vacate his house as it is his only means of acquiring money to pay off his loans. But the problem is these people refuse to move forcing Dayashankar to take matters into his own hands thus making it more difficult for the people to move as situations are in there favors.,5.7,12-10-2001
Zubeidaa,Biography|Drama|History,https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/Zubeidaa_poster.jpg/220px-Zubeidaa_poster.jpg,The film begins with Riyaz (Rajat Kapoor)  Zubeida's son setting out to research her life  and to meet the people who knew her. The story is thus told in the form of memories/reminiscences. Zubeida is a Muslim actress  who's career aspirations are thwarted by her film-producer father (Puri) who looks down upon a woman in acting. He arranges her marriage to her friend's son  but that breaks up after the birth of her son. Zubeida is now back at her parent's home  sad and depressed. Rose (Lilette Dubey) her father's mistress tries to cheer-up Zubeida by taking her out. On one of these outings  Zubeida meets Prince Vijayendra (Victor) Singh of Fatehpur (Bajpai). Quite taken with her  the Prince woos and marries her. Zubeida  now the 2nd wife of a Hindu prince  leaves her son behind with her mother (Sikri) and comes to live at Fatehpur. Here she meets the much older Mandira Devi (Rekha) the Prince's first wife  learns about the etiquette of being a Rani  and of the duties her husband has ...,6.2,19-01-2001
Tera Mera Saath Rahen,Drama,https://upload.wikimedia.org/wikipedia/en/2/2b/Tera_Mera_Saath_Rahen.jpg,Raj Dixit lives with his younger brother  Rahul  who is disabled  both mentally and physically  from birth. Raj is also employed full-time  and after work  has the responsibility of looking after Rahul  which leaves him no time for himself. His beautiful neighbor  Suman Gupta  is attracted to him  but he regards her as a friend only. When Mr. Khanna introduces him to his niece  Madhuri  both instantly falls in love. The only problem is that Madhuri will only marry Raj  if Rahul is institutionalized. Raj agrees to get him admitted in a facility  much to Madhuri's delight  and together they start to plan their marriage  not realizing that things are going to take a turn for the worse.,4.9,07-11-2001
Yeh Zindagi Ka Safar,Drama,https://upload.wikimedia.org/wikipedia/en/thumb/2/21/Yeh_Zindagi_Ka_Safar.jpg/220px-Yeh_Zindagi_Ka_Safar.jpg,Hindi pop-star  Sarina Devan  lives a wealthy lifestyle with her widowed businessman father  Vivek. She soon achieves considerable success and becomes immensely popular. A struggling newspaper  Adarsh Times  publishes a story about her being born in an orphanage  which is received with shock and surprise by Vivek  and he instructs his lawyers to file a defamation suit against the owner  known as Dada  and a Journalist  Jay Bhardwaj. Dada and Jay are apologetic  however  Sarina finds out that she is not Vivek's biological daughter  and sets forth to find her parentage. She enlists Jay's assistant and they travel to Ooty where they meet with a Catholic Priest  Joseph  who refuses to divulge any information to them. Then she meets with a Nun  Sister Namrata  and subsequently finds out that she is indeed her biological mother. Expecting to be welcomed into her arms  she is shocked when Namrata outright rejects her  and tells her to return to back to her life with Vivek. But Sarina ...,3,16-11-2001
Sabse Bada Sukh,Comedy|Drama,,Village born Lalloo re-locates to Bombay  and returns a wealthy man. He goes to meet his friend  Shankar alias Bhompu  and together they meet and share tales  mostly about women  sex  and playboy magazines' pictures. A Bollywood movie director is shooting a film nearby  and they go and meet him and his beautiful actress  Urvashi. After meeting Urvashi  Shankar feigns a racking cough  and tells his family that he must go to Bombay  and seek medical treatment. Together he and Lalloo take the next train to Bombay to see if they can find the biggest happiness in life.,6.1,01-01-1972
0,Action,https://upload.wikimedia.org/wikipedia/en/thumb/4/45/Daaka.jpg/220px-Daaka.jpg,Shinda tries robbing a bank so he can be wealthy enough to marry the love of his life and ends up getting caught. But it turns out that he got caught intentionally  and has a much bigger plan in mind  involving one of Punjab`s biggest criminals.,7.4,01-11-2019
Humsafar,Drama|Romance,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/23px-Flag_of_India.svg.png,Sara and Ashar are childhood friends who share the same status  Sara has always had strong emotions for Ashar; while Khirad lives with her mother in a two bedroom apartment. Ashar and Khirad are forced into a marriage due to desperate circumstances. Khirad is a proud and self-sufficient person and does not give importance to wealth and power  she only hopes for respect. Ashar believes that he would have married a girl equal to his stature but was forced into a loveless marriage. Slowly their relationship gets stronger and the two find common grounds to begin their marriage. Along with internal struggles between these two strong characters; Sara and those around her plot to create enmity between the newly married couple.,9,24-09-2011
Jawan,action|drama,https://upload.wikimedia.org/wikipedia/en/3/39/Jawan_film_poster.jpg,"A high-octane action thriller where a mysterious vigilante sets out to fight corruption and injustice, exposing dark secrets from his own past. Starring Shah Rukh Khan in a dual role, Jawan blends emotion, style, and social commentary.",7.2,07-09-2023
Pathaan,action|thriller,https://upload.wikimedia.org/wikipedia/en/c/c3/Pathaan_film_poster.jpg,"An exiled spy returns to save the country from a deadly terror attack. With slick action sequences and global espionage, Pathaan redefines Bollywood's spy universe. Featuring Shah Rukh Khan, Deepika Padukone, and John Abraham.",7,25-01-2023
Dunki,comedy|drama,https://upload.wikimedia.org/wikipedia/en/4/4f/Dunki_poster.jpg,"Directed by Rajkumar Hirani, Dunki follows a group of friends dreaming of migrating abroad using illegal backdoor routes. A heartfelt satire on immigration and identity, filled with Hirani's signature humor and emotion.",7.5,22-12-2023
Gadar 2,action|drama,https://upload.wikimedia.org/wikipedia/en/6/62/Gadar_2_film_poster.jpg,"The legacy continues as Tara Singh returns to Pakistan to rescue his son during wartime. Packed with patriotic emotion, action, and nostalgia, Gadar 2 is a dramatic sequel to one of Bollywood�s most iconic films.",6.8,11-08-2023
Maidaan,sport|biography,https://upload.wikimedia.org/wikipedia/en/3/3d/Maidaan_Poster.jpg,"Inspired by the true story of Indian football coach Syed Abdul Rahim, Maidaan celebrates the golden era of Indian football in the 1950s. Ajay Devgn delivers a powerful performance in this tale of passion, pride, and perseverance.",8.1,10-04-2024
Stree 2,horror|comedy,https://upload.wikimedia.org/wikipedia/en/a/a1/Stree_2.jpg,"The spooky legend of Stree returns as the mysterious female spirit haunts a new town. With its mix of horror, humor, and social message, the sequel promises more scares, laughs, and surprises",7.3,15-08-2024
HouseFull 5,comedy|romance|drama|thriller,https://upload.wikimedia.org/wikipedia/en/e/ec/Housefull_5.jpg,"Set aboard a luxury cruise ship, multiple imposters claim the identity of ""Jolly,"" the son of a deceased billionaire, each vying for his inheritance. A murder mystery unfolds as three competing heirs � and perhaps more � try to outwit each other. Uniquely, the film was released in two versions (5A and 5B), each with a distinct climax and culprit",3.9,06-06-2025
The Flash,Action|Sci-Fi|Adventure  ,https://upload.wikimedia.org/wikipedia/en/e/ed/The_Flash_%28film%29_poster.jpg,"A speedster hero travels back in time to prevent his mother's murder, but his actions have disastrous consequences for his own timeline.",6.7,16-06-2023
The Beekeeper,Action|Thriller  ,https://upload.wikimedia.org/wikipedia/en/8/82/The_Beekeeper_poster.jpg,One man's brutal campaign for vengeance takes on national stakes after he is revealed to be a former operative of a powerful clandestine organization.,6.4,12-01-2024
Auron Mein Kahan Dum Tha,Romance|Drama  ,https://upload.wikimedia.org/wikipedia/en/c/cb/Auron_Mein_Kahan_Dum_Tha_poster.jpg,"A decades-spanning romantic saga that follows a couple's journey from their youth to their older years, testing the endurance of their love.",7.2,05-07-2024
Kill,Action|Thriller  ,https://upload.wikimedia.org/wikipedia/en/7/7b/Kill_poster.jpeg,When a pair of commandos face an army of bandits on a passenger train to New Delhi  a bloody and violent fight for survival ensues.,7.3,05-07-2024
Mission Majnu,Spy|Action|Thriller  ,https://upload.wikimedia.org/wikipedia/en/4/45/Mission_Majnu.jpg,In the 1970s  an undercover Indian spy takes on a deadly mission to expose a covert nuclear weapons program in Pakistan.,7,20-01-2023
A Haunting in Venice,Mystery|Horror|Crime  ,https://upload.wikimedia.org/wikipedia/en/d/d6/A_Haunting_in_Venice_%282023%29_poster.jpg,In post-World War II Venice  a retired Hercule Poirot attends a séance and must solve the murder of a guest at a haunted palazzo.,6.5,15-09-2023
Rocky Aur Rani Kii Prem Kahaani,Romance|Comedy|Drama  ,https://upload.wikimedia.org/wikipedia/en/6/65/Rocky_Aur_Rani_Ki_Prem_Kahani.jpg,A flamboyant Punjabi man and an intellectual Bengali journalist fall in love but must live with each other's families for three months before getting married. ,6.3,28-07-2023
The Creator,Sci-Fi|Action|Thriller  ,https://upload.wikimedia.org/wikipedia/en/9/94/The_Creator_2023_poster.jpg,Amid a future war between humans and AI  an ex-special forces agent is recruited to hunt down a mysterious weapon with the power to end mankind.,6.8,29-09-2023
